# n_S	mean[a]_run00	std[a]_run00	mean[a]_run01	std[a]_run01	mean[a]_run02	std[a]_run02	mean[a]_run03	std[a]_run03	mean[b]_run00	std[b]_run00	mean[b]_run01	std[b]_run01	mean[b]_run02	std[b]_run02	mean[b]_run03	std[b]_run03
5	1.0009216338	0.00187892455264	1.00151501377	0.00325966210755	1.00079998396	0.00171537452373	0.998903055913	0.00493672613448	0.0125114354971	0.0791307910815	0.0151547139143	0.149153110329	0.000991434163462	0.0434411521928	-0.00570551355836	0.148009459689
15	0.999966980929	0.0019846455706	1.0003322103	0.00312451286668	1.00056554488	0.00275507633498	0.999765191294	0.00312355861477	-0.00534038361484	0.0937995324857	-0.0136683503279	0.084256492194	-0.0136601646529	0.100069571734	-0.00740145758442	0.116431256506
26	1.0003858916	0.0034126690397	0.999731533201	0.00276867566584	0.999455498691	0.00207906657914	0.999045462497	0.00290596896096	-0.00284345266753	0.107872206919	0.0233050105715	0.0953312125409	0.0022990889612	0.0894588278425	0.00560089186347	0.153393244176
58	0.999191556242	0.00353896402819	0.999635277241	0.00203259284522	1.00154631332	0.00270394263161	0.999842114382	0.00258320852173	-0.0188778045993	0.153212914444	0.00883259031567	0.0878673829534	0.0264504268265	0.104484462658	-0.0405747703087	0.0937496366732
125	1.00002887091	0.00199254021941	0.997228266023	0.00320164986971	0.999355655337	0.00272886668504	0.998284080564	0.00315815428461	-0.0236449646431	0.0689996136751	-0.00832300413976	0.142879451145	-0.0217419066233	0.0821165066212	-0.0118306586707	0.113159902179
755	1.00028974946	0.00301468215633	0.999673101271	0.00241125050011	0.997251735245	0.00238655549141	0.999739041554	0.00383529658877	0.0133842719726	0.0972959552611	-0.00977390670892	0.0948764526529	0.000140111189844	0.128296868821	-0.0016366590899	0.114547856304
1622	0.998980381621	0.002115207665	0.998995137341	0.00411445569334	1.00164661923	0.00242579956422	1.00032324639	0.00375513014924	-0.0155763536244	0.0836835762181	-0.00270737404833	0.169067127847	-0.00559804037174	0.0816308058059	0.0143092532969	0.156922695712
3488	1.00059184061	0.00259843258724	1.00105987294	0.0027037611882	1.00033760804	0.00261510767347	1.0013306419	0.0023702919427	-0.00673223136852	0.0768198251652	-0.0184442890634	0.0999721498852	0.0037707090923	0.1094117538	0.00744675817511	0.0948041715169
7500	1.00180221055	0.00232373410894	0.998669896493	0.00393054857349	1.00223956686	0.00307433030973	1.00114546604	0.00238245625746	-0.00458331533931	0.0873038527752	-0.00065674583526	0.159521199827	0.00399620548996	0.0983663234242	0.00143175085487	0.0959005646678
