a    b    sig    distance0    NDraws    time    dist_threshold1    
0.705091781264    -0.143816452105    5.1833612042    0.453036177434    3    0.0677042007446    0.617099005805    
0.807742306702    -0.178490019276    5.11507649929    0.417052490007    29    0.646610021591    0.617099005805    
1.515592012    -0.2299059004    5.40421152546    0.569779309179    6    0.132511138916    0.617099005805    
1.17241518477    0.226607427269    5.31293955962    0.196007692267    20    0.440804958344    0.617099005805    
1.31195380261    -0.763639350494    5.50906535505    0.343395322013    13    0.280453920364    0.617099005805    
0.675420769372    -0.0464758111034    5.37302930975    0.425706703594    7    0.154770851135    0.617099005805    
1.44812501438    -0.0370461278148    5.34140678828    0.56955338668    41    0.895832061768    0.617099005805    
0.836165656529    0.551937938727    5.28846261804    0.59022223856    47    1.0329709053    0.617099005805    
0.687710224442    0.263100047891    5.24255048741    0.573337196955    2    0.0453200340271    0.617099005805    
0.910532433308    -0.00349538849468    5.51157701376    0.523221507154    12    0.264554023743    0.617099005805    
0.693824982698    -0.28816871926    5.30744917883    0.526797509464    25    0.546767950058    0.617099005805    
0.914704006347    -0.352560022794    5.38930293776    0.280959519449    1    0.0226881504059    0.617099005805    
0.954046894381    0.28975051804    5.47379854263    0.467645982469    25    0.551908969879    0.617099005805    
1.06398767488    0.0399680610519    5.34849235402    0.410133612817    3    0.0666110515594    0.617099005805    
0.731679355911    0.142510647591    5.29438995635    0.292662202362    7    0.154419183731    0.617099005805    
0.791404917847    0.425416501402    5.16008397154    0.46531496536    2    0.0449109077454    0.617099005805    
1.16920071353    -0.273954419697    5.33696571803    0.441143395459    40    0.902272939682    0.617099005805    
1.40935809204    -0.101562266864    5.31134132793    0.474497123608    15    0.328615903854    0.617099005805    
1.07957316757    0.150502062335    5.2037515187    0.542734892032    19    0.416486024857    0.617099005805    
0.893241611219    0.0210333188359    5.17800650791    0.43809510042    6    0.13435792923    0.617099005805    
0.898491116907    -0.569351879205    5.33218454458    0.512253328305    14    0.309489011765    0.617099005805    
1.07783982828    -0.0375161834269    5.30468455973    0.527384627083    4    0.0885260105133    0.617099005805    
1.07905684312    -0.640126356305    5.50187122182    0.596494490061    23    0.509140014648    0.617099005805    
0.843777440881    -0.452488437186    5.45066725674    0.324675746805    73    1.59808492661    0.617099005805    
0.979777998344    -0.120075952831    5.15653927042    0.219827406594    28    0.628170013428    0.617099005805    
1.29360216432    0.0557805083003    5.26342454809    0.582664130736    6    0.140722036362    0.617099005805    
1.1273986887    -0.220101058022    5.30891380981    0.386061038515    5    0.116889953613    0.617099005805    
0.736558082244    0.278127217113    5.23443514135    0.421304505223    11    0.258594989777    0.617099005805    
0.599622970563    -0.2894245851    5.28095737567    0.425766732043    31    0.72173500061    0.617099005805    
0.780869921563    0.440215116761    5.31370181854    0.527269554585    31    0.722607135773    0.617099005805    
1.02691659738    -0.166881922368    5.2972676299    0.219834936554    2    0.047422170639    0.617099005805    
1.19275113826    -0.569977684657    5.20081972697    0.478571294353    6    0.141938924789    0.617099005805    
1.09494595423    -0.416660737605    5.32839226209    0.459829226416    6    0.147678136826    0.617099005805    
0.851232682822    -0.582028410631    5.1371488509    0.497613588378    2    0.0476019382477    0.617099005805    
1.0514368425    -0.370284958007    5.29343413367    0.464093891674    19    0.441277980804    0.617099005805    
1.46182775858    -0.0716573926405    5.39980756712    0.511411447627    43    1.01168298721    0.617099005805    
1.03752361039    -0.182308245987    5.26028087924    0.597551496909    26    1.07677102089    0.617099005805    
0.716672069097    -0.16135743189    5.37505837857    0.389993622307    12    0.494604825974    0.617099005805    
1.48112224381    0.0270719468501    5.32878353824    0.548575277854    4    0.16570186615    0.617099005805    
0.885412032357    0.0359792109371    5.48732555859    0.477705875909    27    1.11381602287    0.617099005805    
