a    b    sig    distance1    NDraws    time       dist_threshold1    
0.620316544951    -1.16902725609    5.15557465997    1.32148835654    2    0.050517449379    0.050517449379    
1.52084110322    -2.07275382943    5.42540014027    1.98080047165    2    0.050517449379    0.050517449379    
-0.883301480728    0.985094847749    5.2713077727    2.37508958791    2    0.050517449379    0.050517449379    
0.169079641411    -0.331961593186    4.91730864841    2.59579054238    2    0.050517449379    0.050517449379    
3.52694747969    -1.90839427124    5.27022449006    3.24476400192    2    0.050517449379    0.050517449379    
0.348935689492    -0.191445967816    5.69000865343    4.079649187    2    0.050517449379    0.050517449379    
1.56807624292    3.25913336699    5.56649340212    4.31351516054    2    0.050517449379    0.050517449379    
2.70783367949    4.65949643612    5.12359744316    5.28195455468    2    0.050517449379    0.050517449379    
-1.61267550075    2.76473668569    5.47790551012    5.46423311902    2    0.050517449379    0.050517449379    
3.5940087902    1.84106032236    4.93788100459    5.71899805965    2    0.050517449379    0.050517449379    
3.27206584944    -2.23785108028    4.74175493824    5.76034206369    2    0.050517449379    0.050517449379    
0.542591540688    3.81559008951    5.68909772177    7.42088789469    2    0.050517449379    0.050517449379    
0.163818984191    3.29330043061    5.94923546151    8.03202268449    2    0.050517449379    0.050517449379    
2.19264870444    4.98252216853    5.92761146589    8.3615011985    2    0.050517449379    0.050517449379    
2.20775152217    4.47509416171    4.10035413796    10.958658378    2    0.050517449379    0.050517449379    
1.53707596924    2.09368592844    6.23752512287    11.0899550181    2    0.050517449379    0.050517449379    
3.25642909133    -1.02333099582    6.01196597464    11.2017933252    2    0.050517449379    0.050517449379    
0.892683183812    -1.81422564355    6.25901232755    12.8000992674    2    0.050517449379    0.050517449379    
-0.846736606723    2.14046383404    6.4525678368    13.2695331207    2    0.050517449379    0.050517449379    
3.42086486705    0.770918029678    6.40688496149    14.4652906399    2    0.050517449379    0.050517449379    
2.52997115988    0.388015703272    3.78639733959    14.7196259265    2    0.050517449379    0.050517449379    
2.70923207949    -2.36947555927    6.6093799941    15.3047793412    2    0.050517449379    0.050517449379    
-0.392030740835    3.24905436492    6.60259253766    15.3397332449    2    0.050517449379    0.050517449379    
3.78773518263    0.48002718315    6.63891710383    15.7351455281    2    0.050517449379    0.050517449379    
2.97055432364    0.632049979129    6.80082011145    15.7715144869    2    0.050517449379    0.050517449379    
1.46393499117    2.59901460806    6.79144397637    16.437020276    2    0.050517449379    0.050517449379    
0.80448344557    -0.650077562894    6.31509853417    16.6204293708    2    0.050517449379    0.050517449379    
3.24229434493    0.870402535812    6.77052478889    17.0310150205    2    0.050517449379    0.050517449379    
-1.71187910196    2.93606652321    6.99717567193    18.7522558576    2    0.050517449379    0.050517449379    
-0.527822022649    -0.00934701108801    6.89743605996    19.1424383123    2    0.050517449379    0.050517449379    
0.87972253733    0.0471190904261    2.87167806938    19.2638384719    2    0.050517449379    0.050517449379    
2.51652837917    0.941127259007    6.9751421838    19.3180354765    2    0.050517449379    0.050517449379    
2.49086059426    -2.7213597855    6.79503146648    19.8560754526    2    0.050517449379    0.050517449379    
3.23322533413    4.02653969513    6.65284632497    19.9077041639    2    0.050517449379    0.050517449379    
2.23992672815    -2.80216673366    6.64995578427    20.3806235229    2    0.050517449379    0.050517449379    
0.957486788725    1.17806256344    7.38065184528    20.4794732728    2    0.050517449379    0.050517449379    
-1.3560069152    1.40867423807    7.19283017721    20.5021217159    2    0.050517449379    0.050517449379    
2.58144673342    3.20457766233    6.86958045918    21.5408194173    2    0.050517449379    0.050517449379    
-0.414597077514    -0.0983987171387    7.25053025907    24.504448671    2    0.050517449379    0.050517449379    
1.15005958687    -2.97983528587    7.24787682224    25.2352053165    2    0.050517449379    0.050517449379    
3.18624877052    3.21615540844    7.48895452596    25.5112233861    2    0.050517449379    0.050517449379    
2.72086794666    -1.42614875017    7.20662017059    26.311189944    2    0.050517449379    0.050517449379    
0.803838079926    -0.141054437339    7.63125919954    29.0791933205    2    0.050517449379    0.050517449379    
3.83963813655    -1.84004460976    7.64223474244    29.1024539505    2    0.050517449379    0.050517449379    
3.39049619918    4.74603490251    7.43356978428    29.2581784525    2    0.050517449379    0.050517449379    
3.98651931401    4.67061662315    7.73849912589    29.3305973387    2    0.050517449379    0.050517449379    
1.2981824452    -2.81737757278    7.79275263656    30.407189383    2    0.050517449379    0.050517449379    
1.37323118541    2.95477510894    7.73866648178    30.549954491    2    0.050517449379    0.050517449379    
3.94257076977    2.0552639729    7.77269162822    30.6067821348    2    0.050517449379    0.050517449379    
-0.504082472577    2.86644528627    7.88397565454    31.5487459524    2    0.050517449379    0.050517449379    
-0.788879289771    1.49843106007    7.61365872021    31.8225166351    2    0.050517449379    0.050517449379    
0.718438783436    2.03560388845    7.78231277919    32.803306629    2    0.050517449379    0.050517449379    
2.67563296992    1.24563989621    8.1951390862    32.9108459525    2    0.050517449379    0.050517449379    
2.05554100001    3.12336280812    7.75970555937    33.3891357526    2    0.050517449379    0.050517449379    
