a    b    distance0    NDraws    time    dist_threshold1    
0.795999996124    -0.0604187305567    0.249295080111    2    2.18225884438    0.337014711005    
1.05041714518    -0.0897426776657    0.11697894296    1    1.02035093307    0.337014711005    
0.897597838871    -0.107002297247    0.105677174059    1    1.73537802696    0.337014711005    
0.753678210177    -0.0211597616908    0.245031975377    1    0.997847080231    0.337014711005    
0.936842781186    -0.244947245716    0.219953062446    1    1.18036794662    0.337014711005    
1.11168677595    -0.16741589023    0.182558130412    3    3.09076786041    0.337014711005    
1.00046932523    -0.191671716696    0.141899474409    1    1.70081400871    0.337014711005    
0.854789035613    0.161373059658    0.244340270184    4    5.48346400261    0.337014711005    
1.01042034793    -0.158687752976    0.0742530861163    6    7.09352493286    0.337014711005    
0.925859826919    0.0269166471791    0.0840260132558    2    2.63337182999    0.337014711005    
1.0002840766    -0.265442342887    0.278382561181    4    4.79685401917    0.337014711005    
1.17591107953    0.0365165160763    0.221024182889    1    1.1246008873    0.337014711005    
0.877834156485    0.175422265412    0.191274296917    1    1.02411293983    0.337014711005    
1.06618927692    -0.138471730795    0.0927435030345    5    5.16916799545    0.337014711005    
1.13433800097    -0.0147737193827    0.136552600838    2    2.10822105408    0.337014711005    
1.13849269914    -0.0811844539132    0.139193831299    1    1.3278131485    0.337014711005    
0.963752096458    0.0073268448493    0.0904824506786    1    1.18790793419    0.337014711005    
1.24533709648    0.0435689660545    0.26425983442    2    2.96025800705    0.337014711005    
0.728752397701    -0.123357678365    0.276485355402    1    1.22860193253    0.337014711005    
1.32507288683    0.0831583303868    0.327796530203    1    1.29682707787    0.337014711005    
0.847909432032    -0.257468893716    0.236191132504    2    2.53556799889    0.337014711005    
1.06367610418    0.0990908703216    0.174579623859    1    0.952549934387    0.337014711005    
0.952392133651    0.0143632233814    0.132880314841    1    1.44360780716    0.337014711005    
1.3231912101    -0.127786629529    0.33223359702    2    2.34366488457    0.337014711005    
1.10784904845    0.0018285428444    0.127442302043    2    2.70999288559    0.337014711005    
0.850236747239    0.194300868296    0.248979176106    2    2.81440806389    0.337014711005    
0.762745204441    0.0293466977682    0.243480449718    4    5.21500921249    0.337014711005    
1.16406540365    0.233553796137    0.283934629775    2    2.07213616371    0.337014711005    
0.803944768422    -0.248336283381    0.258135369988    1    1.48593211174    0.337014711005    
1.17680842168    0.0010530906405    0.179571922133    3    3.22532320023    0.337014711005    
1.03254831728    -0.0844888139917    0.108669943188    3    3.05093312263    0.337014711005    
0.938572484924    -0.295092362462    0.322695039877    1    1.27547383308    0.337014711005    
0.876930561736    0.114632307516    0.19612298852    3    2.81140995026    0.337014711005    
1.0129860461    0.056229480134    0.0796395426483    1    1.19442296028    0.337014711005    
1.16965633856    0.145660491672    0.219095255618    1    1.18623495102    0.337014711005    
1.11143132675    0.0207916237269    0.123105163476    2    2.26189303398    0.337014711005    
0.903137124888    -0.260866792281    0.238879508356    4    4.26677918434    0.337014711005    
0.815308461708    0.0140139025385    0.1858074176    1    1.40377211571    0.337014711005    
0.838490606264    -0.15820200086    0.178110874029    2    2.63068294525    0.337014711005    
0.706634796301    0.107316228577    0.312124333466    2    2.6031999588    0.337014711005    
1.03040903802    -0.1346258757    0.0934724652541    2    2.29896306992    0.337014711005    
0.873269588741    -0.141983889269    0.142952312695    7    7.32113695145    0.337014711005    
0.888130750755    -0.0592830969998    0.135261813424    2    2.21826314926    0.337014711005    
0.779487490906    0.0162788319692    0.226134340214    1    1.03107786179    0.337014711005    
1.01144835495    -0.17545841301    0.125421186564    1    1.12559986115    0.337014711005    
1.20699164945    -0.231128026986    0.312366375199    3    3.27280688286    0.337014711005    
0.815516330337    0.0298907512397    0.193432439419    2    1.95778608322    0.337014711005    
0.690216921911    0.119278682133    0.323789593258    1    0.92918586731    0.337014711005    
1.17243653397    -0.0040964296002    0.177375389129    2    2.10123491287    0.337014711005    
1.25299217191    0.163413716658    0.314146128039    1    0.951882123947    0.337014711005    
1.07131592762    -0.142716271777    0.17509632785    3    3.17789983749    0.337014711005    
0.88484327032    0.00142993048778    0.122869293667    2    2.05550098419    0.337014711005    
1.10337761829    -0.117436760399    0.134990639103    1    1.07720398903    0.337014711005    
