# n_S mean[a]_run00 std[a]_run00 mean[a]_run01 std[a]_run01 mean[a]_run02 std[a]_run02 mean[a]_run03 std[a]_run03 mean[a]_run04 std[a]_run04 mean[a]_run05 std[a]_run05 mean[a]_run06 std[a]_run06 mean[a]_run07 std[a]_run07 mean[a]_run08 std[a]_run08 mean[a]_run09 std[a]_run09 mean[a]_run10 std[a]_run10 mean[a]_run11 std[a]_run11 mean[a]_run12 std[a]_run12 mean[a]_run13 std[a]_run13 mean[a]_run14 std[a]_run14 mean[a]_run15 std[a]_run15 mean[a]_run16 std[a]_run16 mean[a]_run17 std[a]_run17 mean[a]_run18 std[a]_run18 mean[a]_run19 std[a]_run19 mean[a]_run20 std[a]_run20 mean[a]_run21 std[a]_run21 mean[a]_run22 std[a]_run22 mean[a]_run23 std[a]_run23 mean[a]_run24 std[a]_run24 mean[a]_run25 std[a]_run25 mean[a]_run26 std[a]_run26 mean[a]_run27 std[a]_run27 mean[a]_run28 std[a]_run28 mean[a]_run29 std[a]_run29 mean[a]_run30 std[a]_run30 mean[a]_run31 std[a]_run31 mean[a]_run32 std[a]_run32 mean[a]_run33 std[a]_run33 mean[a]_run34 std[a]_run34 mean[a]_run35 std[a]_run35 mean[a]_run36 std[a]_run36 mean[a]_run37 std[a]_run37 mean[a]_run38 std[a]_run38 mean[a]_run39 std[a]_run39 mean[a]_run40 std[a]_run40 mean[a]_run41 std[a]_run41 mean[a]_run42 std[a]_run42 mean[a]_run43 std[a]_run43 mean[a]_run44 std[a]_run44 mean[a]_run45 std[a]_run45 mean[a]_run46 std[a]_run46 mean[a]_run47 std[a]_run47 mean[a]_run48 std[a]_run48 mean[a]_run49 std[a]_run49 mean[b]_run00 std[b]_run00 mean[b]_run01 std[b]_run01 mean[b]_run02 std[b]_run02 mean[b]_run03 std[b]_run03 mean[b]_run04 std[b]_run04 mean[b]_run05 std[b]_run05 mean[b]_run06 std[b]_run06 mean[b]_run07 std[b]_run07 mean[b]_run08 std[b]_run08 mean[b]_run09 std[b]_run09 mean[b]_run10 std[b]_run10 mean[b]_run11 std[b]_run11 mean[b]_run12 std[b]_run12 mean[b]_run13 std[b]_run13 mean[b]_run14 std[b]_run14 mean[b]_run15 std[b]_run15 mean[b]_run16 std[b]_run16 mean[b]_run17 std[b]_run17 mean[b]_run18 std[b]_run18 mean[b]_run19 std[b]_run19 mean[b]_run20 std[b]_run20 mean[b]_run21 std[b]_run21 mean[b]_run22 std[b]_run22 mean[b]_run23 std[b]_run23 mean[b]_run24 std[b]_run24 mean[b]_run25 std[b]_run25 mean[b]_run26 std[b]_run26 mean[b]_run27 std[b]_run27 mean[b]_run28 std[b]_run28 mean[b]_run29 std[b]_run29 mean[b]_run30 std[b]_run30 mean[b]_run31 std[b]_run31 mean[b]_run32 std[b]_run32 mean[b]_run33 std[b]_run33 mean[b]_run34 std[b]_run34 mean[b]_run35 std[b]_run35 mean[b]_run36 std[b]_run36 mean[b]_run37 std[b]_run37 mean[b]_run38 std[b]_run38 mean[b]_run39 std[b]_run39 mean[b]_run40 std[b]_run40 mean[b]_run41 std[b]_run41 mean[b]_run42 std[b]_run42 mean[b]_run43 std[b]_run43 mean[b]_run44 std[b]_run44 mean[b]_run45 std[b]_run45 mean[b]_run46 std[b]_run46 mean[b]_run47 std[b]_run47 mean[b]_run48 std[b]_run48 mean[b]_run49 std[b]_run49
755 0.9564827685 0.003114458516 0.9981082968 0.00178124179 0.9833032277 0.0006211950733 0.9936030516 0.001450491484 0.997412324 0.001259588716 1.032460271 0.002294133375 0.9995211529 0.001232543418 1.002107892 0.00157015882 0.9918409323 0.001828590132 1.011223523 0.001742893936 0.9891661375 0.001176829392 1.008387645 0.001340469616 0.9618584484 0.002106692009 1.005002208 0.0005806502469 0.9977391302 0.002307323908 1.022747935 0.001733445373 1.013961139 0.001084985093 1.004233141 0.001789733612 1.006061806 0.0006578314455 0.9974756867 0.001007574182 1.006273064 0.001465574347 0.9693902363 0.001491825065 0.9737606003 0.001424825818 1.019346598 0.002403154031 0.9983895364 0.0004574906875 0.9975034531 0.0006688455981 0.9962098526 0.0008621538848 1.016204221 0.001331802478 0.9996928119 0.0009202757728 1.01592904 0.001183231 1.014646058 0.001063692881 0.9909409549 0.000828087047 1.024656733 0.001446020406 0.9552269571 0.002406187428 1.004989258 0.0006397399471 1.012475608 0.001696567564 0.9972286822 0.0009898091622 1.00978108 0.001835685423 0.9844089192 0.002051005016 0.9895523523 0.002072965066 0.9740023446 0.0008092617714 0.9962070639 0.000687793364 1.012659545 0.001380985649 1.024875309 0.001313068459 1.02407812 0.0008079514284 1.044133019 0.003854077624 1.012214842 0.001728396279 0.9829544281 0.0008376760305 0.9985167638 0.001058545834 0.9948718907 0.001050809015 0.1285477826 0.1515028481 1.336213749 0.07026162213 -0.1604234983 0.07908138422 -0.3622834147 0.06345813073 0.7406913121 0.1083258559 2.461421342 0.1620069855 0.2811779279 0.07068788542 0.9192795927 0.06862914829 0.2506161635 0.1201385759 -0.3593943126 0.09599130752 -0.5081913386 0.06052538772 1.506113735 0.04991117464 2.982520255 0.07658235992 0.09900128663 0.05136628364 -0.140533541 0.0453522228 0.4943655547 0.0858938559 0.2841814125 0.06306377017 -0.4442526883 0.08216330363 -1.374703132 0.08740161614 0.1503711872 0.05543417545 1.515124755 0.06484848595 0.2421225761 0.09121842536 -0.595402506 0.09365701342 -0.52767315 0.09029535218 1.222084952 0.1250389588 0.1589179672 0.03217354777 -0.4359176673 0.08738504527 -0.5036578778 0.05144841932 -0.8112524135 0.04148721434 0.2938497276 0.1073031015 1.193825653 0.09480741281 0.1670854026 0.05020166412 -0.3937907029 0.1404778443 -0.7627880903 0.1672801738 0.5248997608 0.09082069702 -0.7124977687 0.1079069941 -0.7319935053 0.07556488204 -0.3901284585 0.07248433755 -0.4019354923 0.09673762748 -0.8934246231 0.101550804 -0.5181615434 0.04333250287 0.05016047522 0.08267842577 0.2970187265 0.08153152332 0.9779692035 0.06585418079 1.085550033 0.06517952087 -1.868833031 0.1835211059 -0.0001314393996 0.09324773021 0.3614912323 0.03525378737 0.01286961362 0.08084904548 0.06692716578 0.06990774959
974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1257 1.001351624 0.00143817128 0.9996414751 0.001370836653 0.9988531784 0.001401101293 0.9957642118 0.001363859184 0.9956425841 0.001590239703 1.002187617 0.001478911902 0.999980233 0.001391148504 0.9982788117 0.001503643578 0.9990207633 0.001411345142 0.9989056862 0.001410851643 0.9990896574 0.00139780001 1.003178982 0.001498696681 0.9992759268 0.001461077504 1.00287057 0.001504763065 1.002467873 0.001475648721 0.9975410972 0.001350064335 1.0002548 0.001430736811 1.000026109 0.001491578792 1.004517698 0.001488406649 0.9997437318 0.001427115879 1.000326199 0.001431178968 0.9988028551 0.001512060577 0.9965982132 0.001566876048 0.9991022152 0.001469646571 1.000416541 0.001440772612 0.998621665 0.001290546002 0.9972802486 0.001383793623 1.001187204 0.001411862173 0.9967538961 0.001305645189 0.999195653 0.001496556504 0.9981902227 0.001305324056 1.002155873 0.001392026434 0.9987352963 0.001354085724 1.004418292 0.001395720039 0.9998433389 0.001339205573 1.000155329 0.001425522568 1.001403765 0.001375741535 1.000945587 0.001439916026 0.9977652375 0.001370933026 0.9992457348 0.00138058454 1.00115298 0.001333102068 1.000689105 0.001390833595 0.9958810387 0.001362369835 1.000873561 0.001380425318 0.9994836783 0.001419248117 1.000406092 0.001365410359 1.000706328 0.00146433552 0.998762896 0.001459761611 0.999334415 0.001551580487 0.9971446743 0.001455937593 0.1917549203 0.08141960889 0.01845588175 0.07661183137 -0.04605202495 0.08282978918 0.0562144834 0.08581386151 -0.02402741964 0.09176971842 -0.04507713707 0.08508204535 -0.07404899096 0.08152621519 -0.03809558854 0.0785557363 -0.03006099855 0.08130045178 -0.04854402196 0.08383781952 -0.1625910349 0.07455587362 -0.03847259279 0.08043421579 -0.04299703441 0.07846871322 -0.1954814938 0.08327773002 -0.04256571455 0.08493444404 0.01566034493 0.08018633249 0.1351134817 0.08312368131 -0.1143144493 0.08091389941 0.1182469567 0.07827604812 -0.0688116539 0.08279342246 -0.1174903009 0.07858636643 0.01292933866 0.08051316022 -0.1618989774 0.07705180089 0.004920594591 0.07515848268 0.01118190878 0.07863671101 -0.196473381 0.07812197697 2.389622168e-05 0.07784772541 0.02457512367 0.0785239419 0.008336172646 0.07527969831 0.1120436897 0.08629480159 0.04646096938 0.08273534784 0.06971105063 0.08630427087 -0.03261767994 0.08468549456 0.1336473078 0.08388084492 0.08816290123 0.08597750928 0.06435028233 0.08460471852 -0.1819525223 0.08340580081 -0.01962139562 0.07883579521 0.1955530778 0.07841045 -0.101742242 0.08117465337 -0.1308876187 0.07638434645 0.2026031988 0.08457814162 0.09041084641 0.08372143621 -0.1478967376 0.0851287927 0.263208991 0.08330107928 -0.08315234187 0.0720783125 -0.03235525216 0.08272299136 -0.007677922722 0.08391219726 0.05983893871 0.08050276835 0.143936234 0.07950471202
1622 1.001892803 0.001498654968 1.000478651 0.001415964674 0.9969538938 0.001455161425 1.001516782 0.001454547837 1.000813071 0.001403656312 0.9979425579 0.00146991006 1.00049803 0.001577228098 1.001453167 0.00137084118 0.9972092125 0.001419911479 1.000446898 0.001454286273 1.000726375 0.001481903162 0.9970707981 0.001406101807 1.00042315 0.001450049932 0.9969969666 0.001443463423 1.002864108 0.001402596691 0.9977062328 0.001509436455 0.9937022832 0.00145096996 1.000835767 0.001436544438 0.9966594017 0.0014276401 1.003222596 0.001468609927 0.9978995596 0.001470248075 1.00024149 0.001359990297 0.9987036506 0.001480881596 0.9966221123 0.001431276507 1.002069957 0.001432224122 0.9969711183 0.001347050122 1.001900391 0.001372101139 1.000963395 0.001345400879 1.00088754 0.001406840642 0.9997710294 0.001436881438 1.000447085 0.001381119751 1.000187224 0.001385053788 1.001127 0.00136003757 1.00269805 0.001388659887 1.002009697 0.001347560612 1.001756102 0.001326133773 0.999144181 0.001425657479 0.9998608068 0.001440826617 0.9971269436 0.001345794059 1.00187972 0.001364714462 1.001801878 0.001340379261 1.00109657 0.001362259488 0.998068714 0.001341284419 0.9971733084 0.001447604159 1.002670101 0.001372363481 1.00348466 0.001493110348 0.999639317 0.001501787705 1.00283968 0.001381779598 0.9958641504 0.001455166745 1.003120615 0.001453835675 0.1158119666 0.07904702104 -0.02351293209 0.08141618284 0.01430832795 0.08437559222 0.0307729918 0.08561759087 0.190892023 0.08197751636 -0.03206198902 0.08659631947 0.1092620845 0.08197660874 -0.0143707828 0.08251248402 -0.2040371557 0.0778845819 0.09266506846 0.08059863127 -0.005743025368 0.08966162644 -0.1997768394 0.08063141562 0.04007454521 0.083157644 0.1393060405 0.08080574539 0.07878840435 0.07578750123 0.05467874794 0.08071818539 0.04940795985 0.08828245553 -0.143252307 0.08258180587 -0.006023965002 0.08351740284 -0.07723011811 0.08460893989 -0.04818567402 0.08231162118 -0.0591194698 0.07964922946 -0.1638231285 0.08083756955 -0.04650493761 0.08169276935 -0.1285255395 0.08151703179 0.149324785 0.07677573595 -0.05732176674 0.08121276905 -0.1002367267 0.09066325529 -0.1485221055 0.08390115112 -0.1126900372 0.08774260376 0.08684212711 0.08590612633 0.1345956993 0.08216082299 -0.07518894175 0.08232466929 0.07167212607 0.08416816706 0.1844780074 0.08024777871 -0.1650601313 0.07908839646 -0.01809156859 0.08753935251 -0.1660906271 0.08158032275 0.1736751271 0.08111308127 -0.2004811048 0.0845361388 -0.1418737745 0.07918251742 0.06101087387 0.08444402266 0.1462791678 0.08124391256 -0.04062388255 0.0846087159 -0.04928511129 0.07832532609 -0.2253560194 0.08314542855 0.04658048529 0.07967475182 -0.179624075 0.08878773043 -0.1169192932 0.08341981426 0.04596661239 0.08139461821
2094 1.000997511 0.001458312325 0.9991898871 0.001450783498 0.9993065298 0.001387223189 1.000302492 0.001415954716 0.9985774463 0.001495011451 0.9983820892 0.001419678238 0.9995830346 0.001387202846 1.00203765 0.001472509861 1.00191273 0.001497262549 1.000049018 0.00148655036 0.999752219 0.001382382155 1.001289917 0.001472514299 1.003026445 0.0015217742 0.9992490515 0.001445901245 0.99948055 0.001469562262 1.003226591 0.001443592445 1.003792228 0.001473016676 1.000956322 0.001471234124 0.9998660729 0.001433878692 0.9967895818 0.001471072761 1.003516864 0.001402473147 0.9985294558 0.001465939417 1.001415104 0.001533414739 0.9986359042 0.001392258898 1.000511462 0.001446558924 1.00169369 0.001335129075 1.000327331 0.001366236224 0.9997266755 0.001419489984 1.000634908 0.001404380469 1.000555194 0.001390250475 0.9992330026 0.001367338526 1.000098312 0.001422843952 0.9996229144 0.001375929894 0.9995507683 0.00132351017 1.000343909 0.001339770467 0.9991776878 0.001397098711 0.999330847 0.001384453414 0.9993554524 0.001362727597 0.9994346374 0.001425255315 0.9983959292 0.001388063185 1.001121103 0.00136525677 0.9999095658 0.001401102916 0.9992207146 0.001426117072 0.9994498461 0.00129031875 0.9987095339 0.001308937164 1.000262201 0.001519709819 0.9974544786 0.001457511467 1.001659163 0.001509071883 1.000782943 0.001473630785 0.9994124061 0.00146925246 0.06154644929 0.07828506523 -0.06927304074 0.08153311443 -0.1745453239 0.07635841088 0.02597521602 0.08018505058 -0.09953697119 0.08110956092 -0.03289262323 0.07922714488 0.187053229 0.0850672836 0.1381061708 0.08692411152 -0.06779684137 0.07969504136 0.09689746477 0.08841691925 0.1322540918 0.08197160788 0.04007829782 0.08522334058 0.01254936237 0.08913813279 -0.009858732474 0.07902638791 -0.06214824965 0.08165663079 1.481003373e-05 0.08000206369 0.1223823567 0.08750054806 -0.1737927505 0.08291720606 -0.07474551136 0.07859332932 -0.1140368673 0.0783539477 -0.03763149378 0.07806597991 -0.0297965566 0.0793832163 -0.05072399499 0.08099058948 0.01420486392 0.08363661717 -0.1799799599 0.08171674561 -0.06690442694 0.08282607326 -0.01839304174 0.08253747793 -0.201281606 0.08780138925 0.03800708517 0.08449485183 0.1229021903 0.07859529672 0.1286187109 0.08119787629 -0.0553620351 0.07938560389 -0.01397345452 0.08264840156 -0.1854308829 0.07944823237 0.05359891961 0.0818135464 -0.1033689634 0.0840990037 0.2387128707 0.08414975157 0.03266012891 0.07867740072 0.0441541308 0.08609289612 -0.06233332504 0.08195936012 -0.04775885941 0.08151352457 -0.04179781749 0.08418909793 0.003068260534 0.08061989096 -0.06509929407 0.08460896909 -0.06658585602 0.08326205157 0.1236240701 0.08302621493 -0.05404511523 0.08177444817 -0.1237114844 0.08343606532 -0.1506485141 0.08279319181 -0.09204860766 0.08406373818
2703 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3488 1.000511264 0.001457854152 0.9980134475 0.001471504541 1.001502455 0.001506559072 0.9992357206 0.001409251628 0.9980722152 0.001455188437 1.004350091 0.001467351435 1.000647654 0.001449666013 0.9990642 0.001416919435 0.9992232595 0.00147004006 1.001479419 0.001401264618 1.000801637 0.001403272523 0.9989419766 0.001505051592 0.9991210936 0.001470441548 0.9988455319 0.001510016836 1.000068186 0.001473174456 1.000785105 0.001462532028 1.000979088 0.001422373713 1.001301134 0.001450252657 1.000471749 0.001411507093 1.00103906 0.001454177424 1.000918049 0.001450797872 0.9994163466 0.001433078858 0.998867471 0.00143406038 1.00062039 0.001436643228 1.000379311 0.001405632561 1.00081049 0.001455692817 1.003114373 0.001387222652 0.9979657873 0.001454204175 1.001172482 0.001471648499 0.9995223093 0.001451382341 0.9986041031 0.001448970606 1.001220589 0.00137326612 1.000623007 0.001470557076 0.9998931772 0.001419524838 1.00096517 0.001457977508 0.9994677737 0.001438434145 1.001579548 0.001438711604 0.9991213295 0.001461828387 1.000187459 0.001452161311 0.9999988855 0.001473071394 0.9980785157 0.001428429704 0.9985498505 0.001444879592 0.9998763897 0.001393493855 0.9989540695 0.001414125291 0.999420744 0.001412066695 1.002096777 0.001481167806 0.9986810736 0.001430908075 0.9985839276 0.001481443593 0.9995531954 0.001414421585 1.001352647 0.001503461637 0.08460346215 0.08237432085 0.0015401735 0.0850029845 -0.1239340433 0.08387394308 0.1195481278 0.08239238611 -0.1149168886 0.08235819314 -0.02917098105 0.08059575581 0.03038550947 0.07728506692 -0.01883791908 0.07865983788 -0.07448155868 0.08217576988 -0.09374854195 0.08235272423 0.0480862058 0.08041684888 -0.04727671692 0.08372351954 -0.1046409217 0.08198069742 -0.05296359888 0.08038590408 0.071026042 0.08294954656 0.08371249199 0.08154842327 -0.07311544302 0.07940384725 -0.3099731644 0.08342341384 -0.08759659594 0.07956084666 -0.1170568492 0.0826367908 -0.09369812694 0.08208125598 0.05081805115 0.08371102775 0.1482777185 0.08203657061 0.02592890667 0.08121964422 -0.1619697948 0.08299372205 -0.05000924195 0.08330453197 -0.03070197202 0.08155420473 0.1595682916 0.08034763177 -0.01817622133 0.08363368329 -0.08523128875 0.08016655557 -0.08829142037 0.08263472812 -0.09340817946 0.08022738052 -0.02780578495 0.08478399919 -0.05024510119 0.08221027957 0.05743560644 0.07981276779 0.1192035367 0.08280169325 0.05600228717 0.07909491268 0.02781155915 0.08088166997 0.1056175347 0.08283268878 -0.1683696117 0.08116462952 0.08114557171 0.08285393364 -0.1854983035 0.08162477187 0.05329021775 0.08253871634 -0.004655675268 0.08441807732 -0.0299674103 0.084418634 0.009439118541 0.08233632087 0.02350880794 0.08222058931 -0.03580514577 0.0826418727 -0.102255617 0.07879038758 0.01579140368 0.08651090216
4502 1.002529074 0.001432132622 1.001622642 0.00148551409 1.002894553 0.001427307654 0.9982382181 0.001422897132 1.001498163 0.001467094757 1.002268564 0.001474848989 0.9991011882 0.001446447226 1.002302002 0.001462332182 0.9989467212 0.001436450421 0.9997153377 0.001459826044 0.9996847145 0.001420030248 0.9980992962 0.001478154281 1.000731852 0.001451864096 0.9999593076 0.001449257216 0.9997103093 0.001469211629 1.000764781 0.00147936384 1.003568194 0.0014084647 1.003003573 0.001464039437 0.9994392447 0.001469161974 1.001440205 0.001463386819 1.001478397 0.001464698132 1.001572658 0.001420555975 1.001212325 0.001428576642 1.00186702 0.001461065105 1.000570982 0.001461496316 0.9987373054 0.001503468104 1.000122324 0.001448788901 1.002480505 0.001451077337 0.9978824313 0.001441925173 1.003377609 0.001390889315 1.00020351 0.001425931468 0.997986159 0.001426218154 1.002179492 0.001439968207 0.9999657879 0.001435378127 1.001448801 0.001479260894 1.002080919 0.001499118538 1.001191068 0.001393087207 1.000961693 0.001468325251 0.9977541758 0.001410511307 1.002754956 0.001435972769 1.002623958 0.001441643883 1.001736354 0.001388704952 0.9994834877 0.001416837225 0.9965890829 0.001451973475 1.001517963 0.001404441006 1.001063539 0.001470812863 1.000004439 0.001426825056 1.000475279 0.001450087504 0.998123802 0.001375636324 1.000737983 0.001404279797 0.08875653346 0.08347489781 -0.0440273012 0.08107690287 -0.03732025304 0.08654704865 -0.06973080785 0.0822719835 0.02640875549 0.08131031358 -0.1980515344 0.08276240921 0.07502599049 0.08394955062 0.00346216827 0.08513087418 -0.04724032364 0.08341318554 0.008372725539 0.08253824066 0.149969497 0.08377314031 0.03555141589 0.08086844357 0.05123126947 0.08185925061 0.0772735883 0.07835107979 -0.1997885535 0.08118721277 -0.04239495742 0.08196835245 -0.06381488115 0.0807163702 0.08467140089 0.08318762451 0.01463739585 0.08150705428 0.05204350386 0.08104104686 0.001724552891 0.08303844172 -0.03994431814 0.08373106742 0.1089597905 0.08172571241 -0.07580743598 0.08309914562 -0.08122960167 0.08062915346 0.0354132967 0.08228007942 0.1014675747 0.08224786116 0.1641389394 0.08212059087 0.0382531177 0.08114991412 -0.08699798715 0.08262276226 -0.1024104983 0.08290342348 -0.00907814702 0.078012148 0.1065415489 0.08248604863 0.1643204902 0.08113203398 -0.0399643931 0.08262057576 -0.1113306996 0.08168898027 0.1651143873 0.08021960844 0.03288039496 0.07947747609 -0.008678723299 0.08197674589 0.02156808501 0.08189498567 0.019730548 0.07917450284 0.1165505004 0.08241933621 -0.130634659 0.082138416 0.1420868667 0.08140691341 0.01519519296 0.08291100165 -0.04214154248 0.08123357656 0.007458380379 0.08458722964 -0.03693421446 0.08400973424 -0.1762758797 0.08012423393 0.1331432452 0.08024543773
5811 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
7500 1.000112369 0.001443988591 0.9998970753 0.001414270581 1.001190924 0.001447526124 1.000822552 0.001461329708 0.998815169 0.001431209701 0.9999494098 0.001410974992 0.9998867324 0.001457073503 1.001003998 0.001383908451 0.9991617311 0.001400193903 1.001446532 0.001427052959 0.9985256041 0.001435221656 0.9997272259 0.001392177302 1.001396948 0.001434192638 1.000909487 0.001431662809 1.000644467 0.001421378339 1.001932244 0.001426499643 0.9985312554 0.001430397827 0.9993460858 0.00146042807 0.9978368239 0.00150022778 0.999992774 0.001491142318 1.00057198 0.001406989938 1.001852494 0.001439947817 1.000146241 0.001469545182 0.9988950564 0.001437658863 0.9978196663 0.001465284683 0.9986323088 0.001335211326 0.9983301309 0.0013588139 1.000065613 0.001345324387 0.9996128751 0.00137584453 1.00299531 0.001389428089 1.000386526 0.001326176173 0.9995474869 0.001390756287 1.002132715 0.001384627378 0.9990808051 0.00139893263 1.000344403 0.00136511768 1.00154001 0.00133631106 0.9993757802 0.001401143528 1.001901085 0.001385428436 0.997981226 0.001390520081 1.001545824 0.001387737276 1.003941278 0.001359571126 0.9989565536 0.001416111169 0.99855797 0.001395866062 0.9993619653 0.001355865998 0.9987958431 0.001389552354 0.9972954 0.001463223666 0.9975564201 0.00142654793 0.998796294 0.001397277207 0.9996400965 0.001456662259 1.001318103 0.001426306188 -0.05922843165 0.08346864319 -0.1288196487 0.08171806365 0.04595008617 0.08207590298 0.01044333895 0.07995322808 -0.192515983 0.08057846619 -0.04554191596 0.08112211051 0.1317210552 0.08264723033 0.004512403076 0.07964786813 -0.02494773236 0.08257313962 -0.1133569907 0.08235428395 -0.04282741765 0.08238295259 -0.07751974393 0.08228390807 0.04587710923 0.0839332662 -0.06787580042 0.08501473018 0.1322752521 0.0810803474 -0.1251904248 0.08394578853 -0.1394042443 0.07984364641 0.03349745232 0.08100531974 0.09900662623 0.07885736978 -0.05106914723 0.0856657958 -0.1903181103 0.07910594584 0.05076432946 0.07900492728 -0.006462323297 0.08048882284 0.0230265135 0.08332712022 -0.05684159761 0.08173556621 -0.04052624545 0.08069129815 -0.07535657211 0.08119337464 -0.02336170376 0.0799489321 -0.07777254177 0.08129102647 0.03494446112 0.08235982391 0.08260610393 0.080775887 0.1295716769 0.07966060685 -0.1727067973 0.08498284087 -0.04590440094 0.08346615502 -0.07691512175 0.08104602239 0.02438031472 0.08242327102 -0.1187294631 0.07908649741 -0.05511781261 0.08330716495 -0.006425116392 0.08165876201 -0.1685723008 0.0826235907 0.07212296427 0.08551441331 0.1258900401 0.08113976543 -0.1963819884 0.07952867552 -0.1084813405 0.08002334238 0.109868335 0.07963792612 0.1425081726 0.0810175561 -0.1176452971 0.08468973372 -0.1543790528 0.08313987984 0.05323762279 0.08480306225 -0.03766501186 0.08512315907
