# n_S	mean[tr]_run00	std[tr]_run00	mean[tr]_run01	std[tr]_run01	mean[tr]_run02	std[tr]_run02	mean[tr]_run03	std[tr]_run03	mean[tr]_run04	std[tr]_run04	mean[tr]_run05	std[tr]_run05	mean[tr]_run06	std[tr]_run06	mean[tr]_run07	std[tr]_run07	mean[tr]_run08	std[tr]_run08	mean[tr]_run09	std[tr]_run09	mean[tr]_run10	std[tr]_run10	mean[tr]_run11	std[tr]_run11	mean[tr]_run12	std[tr]_run12	mean[tr]_run13	std[tr]_run13	mean[tr]_run14	std[tr]_run14	mean[tr]_run15	std[tr]_run15	mean[tr]_run16	std[tr]_run16	mean[tr]_run17	std[tr]_run17	mean[tr]_run18	std[tr]_run18	mean[tr]_run19	std[tr]_run19	mean[tr]_run20	std[tr]_run20	mean[tr]_run21	std[tr]_run21	mean[tr]_run22	std[tr]_run22	mean[tr]_run23	std[tr]_run23	mean[tr]_run24	std[tr]_run24	mean[tr]_run25	std[tr]_run25	mean[tr]_run26	std[tr]_run26	mean[tr]_run27	std[tr]_run27
755	55.607018798397874	0.0	50.88274443806485	0.0	34.484705164234626	0.0	27.763911001182002	0.0	34.58401281497961	0.0	35.010563119171934	0.0	31.375251271071427	0.0	46.99232651224504	0.0	56.450788117596794	0.0	90.30979034389168	0.0	27.571525808644793	0.0	77.31646837660347	0.0	38.655294551226845	0.0	512.1168909269861	0.0	35.63514325978511	0.0	31.20157797521103	0.0	39.42114918295216	0.0	44.74098831265546	0.0	38.460956417018515	0.0	43.88533215757271	0.0	37.67551854133445	0.0	57.27546664523391	0.0	64.63859559255005	0.0	24.661069145474524	0.0	48.15315082702074	0.0	25.686571177638108	0.0	43.04511829783617	0.0	33.57129893482538	0.0
974	0.8754904877026605	0.0	0.8702771579096412	0.0	0.8773828586626924	0.0	0.8745208843763391	0.0	0.8805005783878708	0.0	0.8772200178652441	0.0	0.878589681741999	0.0	0.8744402996933589	0.0	0.8805700593343261	0.0	0.8814888172310965	0.0	0.8637121580578886	0.0	0.8738439086721462	0.0	0.8775047955960384	0.0	0.8731336292591738	0.0	0.8725329121280891	0.0	0.8781752246299636	0.0	0.8746706965753951	0.0	0.8865610383091443	0.0	0.8814334685472683	0.0	0.8677734149392318	0.0	0.8819049076169798	0.0	0.8836980409979075	0.0	0.8645522331225127	0.0	0.867537927747196	0.0	0.869781876163458	0.0	0.8853847223498151	0.0	0.8727733784450826	0.0	0.8770177433059038	0.0
1257	0.4959547504706146	0.0	0.4969046848804427	0.0	0.49811967376994565	0.0	0.4958055667603146	0.0	0.4964912985228096	0.0	0.49953152224917746	0.0	0.4963584753632446	0.0	0.5002967268807331	0.0	0.5016804844805696	0.0	0.4961373451715108	0.0	0.49927172470265924	0.0	0.49829553345965094	0.0	0.5009069890459277	0.0	0.4969924105891623	0.0	0.4993485441156681	0.0	0.4943417703356854	0.0	0.4967917911240009	0.0	0.49766792520495595	0.0	0.4951668791602658	0.0	0.49837354329340366	0.0	0.4978941171908517	0.0	0.4984096591979158	0.0	0.4950914130141028	0.0	0.4969394028655329	0.0	0.4977656743912647	0.0	0.49754151129338653	0.0	0.4979958970415709	0.0	0.49787098329019275	0.0
1622	0.3737998655021174	0.0	0.37358876684774656	0.0	0.37177702404607815	0.0	0.37264230385352426	0.0	0.36990441693987214	0.0	0.3721443612547973	0.0	0.3722865021991562	0.0	0.3724911254144196	0.0	0.3735768607790593	0.0	0.37455088591125507	0.0	0.37287060892090734	0.0	0.37207944307523017	0.0	0.3719895446516977	0.0	0.37206088584090413	0.0	0.37298432510959134	0.0	0.3723423583614996	0.0	0.3726526915416857	0.0	0.3712509783459653	0.0	0.3727270167167932	0.0	0.37149598669766004	0.0	0.3729222679538804	0.0	0.37280811926269963	0.0	0.37317803884235423	0.0	0.37367134415077635	0.0	0.37428421532688494	0.0	0.37265234253133084	0.0	0.3712471096875418	0.0	0.3717234579802457	0.0
2094	0.31107710325482024	0.0	0.3124149274450206	0.0	0.3128699470422566	0.0	0.31238242887461526	0.0	0.3120813814252018	0.0	0.31157338240396515	0.0	0.31158313301365925	0.0	0.31153937451893227	0.0	0.31230435656346517	0.0	0.312352828780445	0.0	0.311072939075233	0.0	0.31128122601225117	0.0	0.31130380648691325	0.0	0.31148105596360426	0.0	0.3121635106094911	0.0	0.3118021114777786	0.0	0.3115303075031574	0.0	0.31204069886169494	0.0	0.3122651893866391	0.0	0.3123500984626978	0.0	0.31168551846354897	0.0	0.311122354226392	0.0	0.31184405613083094	0.0	0.31056508907788877	0.0	0.3123357347629489	0.0	0.312322941447717	0.0	0.31211807929543195	0.0	0.3123044958168254	0.0
2703	0.27669990903030955	0.0	0.2770561386862285	0.0	0.27642467915843155	0.0	0.2768195718263246	0.0	0.27716271201521747	0.0	0.27687942143603783	0.0	0.27710840135636206	0.0	0.27652331057177465	0.0	0.27718723637459014	0.0	0.2762613970751848	0.0	0.27687053512121496	0.0	0.27639168268614817	0.0	0.2770440219522112	0.0	0.2773182869872065	0.0	0.27725969058829864	0.0	0.27665963617936584	0.0	0.27684619107932995	0.0	0.2768629254912879	0.0	0.27697727009680395	0.0	0.2766591811644233	0.0	0.27740624577681056	0.0	0.2772353657251296	0.0	0.2770719217847935	0.0	0.2764852105445493	0.0	0.27720252099830006	0.0	0.27694801951905934	0.0	0.27600926501447537	0.0	0.2768123089284084	0.0
3488	0.2547804975110578	0.0	0.2547932574975489	0.0	0.25507974589615207	0.0	0.25462103076603704	0.0	0.2547492192557418	0.0	0.2550545349710248	0.0	0.2542873401185623	0.0	0.2551344508982791	0.0	0.2545873409726978	0.0	0.2548427643500241	0.0	0.2548820810707414	0.0	0.254362147332788	0.0	0.25494333293579985	0.0	0.25494615367184603	0.0	0.25479379031356203	0.0	0.25485229399520826	0.0	0.25515826940216174	0.0	0.2550795328823486	0.0	0.25537011580139946	0.0	0.2549420094819057	0.0	0.25439982994066457	0.0	0.2548672084912078	0.0	0.25532215024290406	0.0	0.25493075335223125	0.0	0.2548612359852931	0.0	0.25452768919708696	0.0	0.2550358915679558	0.0	0.2549815273946923	0.0
4502	0.24012016037533349	0.0	0.24006009010590545	0.0	0.2396482970736441	0.0	0.23972490648239944	0.0	0.2400659288344961	0.0	0.24030503288433847	0.0	0.24000741166119452	0.0	0.24007105734408887	0.0	0.24006534323904688	0.0	0.23974676935401454	0.0	0.23992481446807346	0.0	0.23988903262461073	0.0	0.23969608437885298	0.0	0.24011246475256928	0.0	0.2398641287088357	0.0	0.23978368963307006	0.0	0.23999748633148574	0.0	0.23990451360931436	0.0	0.2402607985770579	0.0	0.2403064508176477	0.0	0.24001469334975295	0.0	0.23979670522094113	0.0	0.24069551157764155	0.0	0.24000383700269345	0.0	0.23978545894901482	0.0	0.24017357226272937	0.0	0.2399287830023465	0.0	0.24028065299395227	0.0
5811	0.22987229232566214	0.0	0.22992468644620154	0.0	0.22954624235466212	0.0	0.2292183168137278	0.0	0.22964848336279298	0.0	0.22960108220619319	0.0	0.22957616124554556	0.0	0.2297424083433879	0.0	0.229585232728403	0.0	0.22972892458059288	0.0	0.22962854255899837	0.0	0.22988038229451324	0.0	0.22966298930180892	0.0	0.22977863523682307	0.0	0.22965972460283482	0.0	0.22959622550837097	0.0	0.22965425690983451	0.0	0.22999861670305055	0.0	0.2295300923491286	0.0	0.22988213820365652	0.0	0.22969650297201297	0.0	0.22970711977160993	0.0	0.22992047559453413	0.0	0.23009072228034286	0.0	0.229482422332104	0.0	0.2297911520292201	0.0	0.22986214685272588	0.0	0.22951358491069618	0.0
7500	0.2221654484445754	0.0	0.22231511629147582	0.0	0.22230945368993532	0.0	0.22212423803502604	0.0	0.22196180519118971	0.0	0.22246534227128154	0.0	0.22214928704179662	0.0	0.22234159175668908	0.0	0.2221925606971822	0.0	0.222210983492196	0.0	0.2223771423045773	0.0	0.2221724682952529	0.0	0.2222262340554365	0.0	0.2223907310484246	0.0	0.2222818358578555	0.0	0.2226019544389307	0.0	0.22250460169369973	0.0	0.22238368836404812	0.0	0.22238639344396757	0.0	0.22250028886216744	0.0	0.22218827575443156	0.0	0.22234884196402566	0.0	0.22248492346123025	0.0	0.22228350726481894	0.0	0.222174349058986	0.0	0.22212746410805365	0.0	0.22206582684479825	0.0	0.2223981135093954	0.0
