# n_S	mean[a]_run00	std[a]_run00	mean[a]_run01	std[a]_run01	mean[a]_run02	std[a]_run02	mean[a]_run03	std[a]_run03	mean[a]_run04	std[a]_run04	mean[a]_run05	std[a]_run05	mean[a]_run06	std[a]_run06	mean[a]_run07	std[a]_run07	mean[a]_run08	std[a]_run08	mean[a]_run09	std[a]_run09	mean[a]_run10	std[a]_run10	mean[a]_run11	std[a]_run11	mean[a]_run12	std[a]_run12	mean[a]_run13	std[a]_run13	mean[a]_run14	std[a]_run14	mean[a]_run15	std[a]_run15	mean[a]_run16	std[a]_run16	mean[a]_run17	std[a]_run17	mean[a]_run18	std[a]_run18	mean[a]_run19	std[a]_run19	mean[a]_run20	std[a]_run20	mean[a]_run21	std[a]_run21	mean[a]_run22	std[a]_run22	mean[a]_run23	std[a]_run23	mean[a]_run24	std[a]_run24	mean[a]_run25	std[a]_run25	mean[a]_run26	std[a]_run26	mean[a]_run27	std[a]_run27	mean[b]_run00	std[b]_run00	mean[b]_run01	std[b]_run01	mean[b]_run02	std[b]_run02	mean[b]_run03	std[b]_run03	mean[b]_run04	std[b]_run04	mean[b]_run05	std[b]_run05	mean[b]_run06	std[b]_run06	mean[b]_run07	std[b]_run07	mean[b]_run08	std[b]_run08	mean[b]_run09	std[b]_run09	mean[b]_run10	std[b]_run10	mean[b]_run11	std[b]_run11	mean[b]_run12	std[b]_run12	mean[b]_run13	std[b]_run13	mean[b]_run14	std[b]_run14	mean[b]_run15	std[b]_run15	mean[b]_run16	std[b]_run16	mean[b]_run17	std[b]_run17	mean[b]_run18	std[b]_run18	mean[b]_run19	std[b]_run19	mean[b]_run20	std[b]_run20	mean[b]_run21	std[b]_run21	mean[b]_run22	std[b]_run22	mean[b]_run23	std[b]_run23	mean[b]_run24	std[b]_run24	mean[b]_run25	std[b]_run25	mean[b]_run26	std[b]_run26	mean[b]_run27	std[b]_run27
1622	0.9978387684774054	0.0009709828189415116	0.9949801545966711	0.0010102768895992014	1.003148988488017	0.0009803231823419729	0.9995300499470843	0.001066538839114262	0.9970485141977633	0.0009845829772552343	1.0036310466555458	0.0010426839453951163	1.000621970949784	0.0010286993857704298	1.0009473710430445	0.0010571333114082271	1.0023463599053897	0.0010899711990980593	0.9997889260200462	0.0010715948981662544	0.9986843182813645	0.0010560350044433874	0.9990104497530117	0.001051523035121131	1.0003837628180487	0.001086651256062935	1.001553444375857	0.001077742432538666	0.9996552774642385	0.0010065407374578769	1.000031070197511	0.0010284306924250924	0.9979893353474087	0.0010779013610465833	1.0005274567306126	0.0009961737592774106	1.0006408810780762	0.0010385293920984957	0.9983443547422409	0.0010458198393393005	1.0003747233041365	0.0010281271418516422	1.0027242887108283	0.0010017354184204703	0.9992858135596944	0.0011042218377070685	1.0018628131648495	0.0010622407345804944	1.000701723002717	0.0010416536516568947	0.9993645791568598	0.0010610841440912746	1.0009625235943047	0.0010052268572215588	0.9999569038858718	0.0010123702592181399	-0.10468689273441599	0.060688043514721325	0.03281069140544317	0.060761312001009524	-0.14758783095447006	0.059966481570380745	-0.2123133203434922	0.06023992840005865	0.10223885821922794	0.059337226017396626	0.060034650457190225	0.059741128613456845	0.13512795974426717	0.05816751673425717	-0.18504233440959847	0.05709742369469639	0.08749145980966269	0.06057131494184745	-0.07666034828988573	0.05854111265203655	-0.14073210526951055	0.059454233364810254	-0.06601121308292351	0.06459334793951554	0.04903139473967263	0.06081487943598579	-0.015825709923944345	0.05693254906623734	0.10323252258086961	0.055637253107960624	0.009489059406781682	0.05756586386981224	0.13411887203716585	0.05858489146150221	-0.09827729338101182	0.060393332310383685	0.07614116641435267	0.06057142969835368	-0.1442300116578468	0.06184538231012515	0.1857814801698653	0.05927652224557854	0.18118963323833273	0.05744285543465276	-0.054597816777491384	0.05651754960730273	0.14420052374679657	0.05901917158132709	0.02483059011724913	0.058828588910530305	-0.06445101810192362	0.06083877799698113	0.08181463729603942	0.058075106492156976	-0.033475595398861545	0.057468749732273644
2094	1.000263695463044	0.0010808168589115546	0.9994188894579092	0.0011510883097401046	1.0029978008579776	0.0011231221183548282	0.9991935148636318	0.0011062993338800842	1.0011814910182046	0.0011561342823227317	0.9980570617675564	0.0011110719422930365	1.000137122812925	0.0010967333108291273	0.9972463332275013	0.0011357899245788485	0.9975803161554562	0.001140137240000204	1.0026562091217275	0.0011245932008413357	1.0031517805740187	0.001180565349431763	1.002306164820334	0.001125633294381694	0.9970746229832406	0.001174314311728427	0.9970657931138859	0.0011653884211564878	1.0019466683788218	0.001115648449217255	1.0039185384270115	0.0011474847787555818	0.9984841815591735	0.0011894387828387688	1.0021211928450282	0.0010841048797171546	1.0014198560833447	0.0011632765581688813	0.9985893393754626	0.0011308574566585516	1.0020525443069277	0.0011539728056041317	0.9989599760425953	0.001144927569147752	0.9987030326307748	0.0011288786701241285	0.9981702869874324	0.0011383919648849097	0.9993314605693832	0.0011043876963429057	0.9985151646851482	0.0011662369911819008	1.003016598271798	0.0010909146167194263	0.999028395204484	0.0011575336589126188	-0.05662291014212776	0.06602615053259242	-0.153926635564559	0.06356339010761702	-0.18917980384369548	0.06732830879548095	-0.03736987629359302	0.0624115073454788	0.06373943615693285	0.06599183096122643	0.10374047804870486	0.0644058285544674	0.12370852451434994	0.06303769999018073	0.12430317348028136	0.06264572857289696	-0.10821655204012398	0.0692159482777455	0.015645098989604218	0.06849920660890518	0.08660093240652365	0.0670009445871734	-0.09885685267436319	0.06426177446853354	0.014039722764790636	0.06268798830209135	0.00028638429156135534	0.06753296035987497	-0.052569586619138284	0.06277181978032491	0.014172890030506004	0.06619852587817626	0.020843287578092125	0.06545936613535759	0.03722428674096282	0.06683348495700114	-0.14565736973147408	0.06556133021632496	-0.05976905321550343	0.06637917659562556	0.1159670055550122	0.06327690712329212	0.013999003283361025	0.06131383710349646	0.01980157108962194	0.06651444761345367	0.015261598792300565	0.06724557438140914	-0.23035125073539328	0.06506196532643754	0.13603944666455858	0.06550537037870177	0.138711958414243	0.07067765252565208	-0.041361165393071955	0.06638222838668309
2703	1.0002209783966882	0.0011591212540908284	0.9996879130659226	0.001128483820944372	0.9980827999945914	0.001153385072080712	1.0009700505064338	0.0011655160807105948	0.999030129939451	0.0012523336841109363	0.9981506361197237	0.0011851399233809923	0.9974408552498044	0.0011747785776644356	0.9994387984796782	0.001199599687500121	0.9980868024936751	0.0012423502491895595	1.0004015574520875	0.0012003596185222334	1.0002197611078314	0.0011612857965786177	0.99992730520969	0.0012594313118050777	1.0036478593120324	0.0012344344641874556	0.9984487917544262	0.0011927938641701046	1.002309192170234	0.0011820124109716793	1.001108420388839	0.0012289798770264173	1.0019630950504557	0.001153744006666003	0.9998523627103183	0.00116666809028139	1.0014791172271884	0.0012090505341333841	0.9972138133254882	0.0011879802387975548	1.0009078224315748	0.0011973395838567448	1.0001330224996727	0.0011989271809823715	1.00096560409722	0.001239618606033562	1.0022384850455985	0.0012553773541907275	0.9977397443429745	0.0012211996953557455	1.0003371719320633	0.0011979932303664187	0.9996380166048662	0.0011830252635202695	0.9988110892953722	0.0012333257796239977	-0.011895430505255069	0.07114954922290866	0.2105027124529873	0.0737001747143912	-0.10109002412848561	0.07068872522857289	-0.005166691291899266	0.0697897270333865	-0.003560266524432862	0.06668219376651177	-0.09969586426212995	0.06999176072569997	0.010674913140390895	0.07254434005022321	-0.04996516310970255	0.06829773286362004	0.2316974937677318	0.06830921175281605	0.24407881609393386	0.06688851893930836	-0.0923226466450861	0.06899170414769415	0.04315352221006102	0.06924513215535612	0.14655364791982253	0.0686210154034904	-0.04836687549446359	0.06703556848846749	-0.04967199163051008	0.07254958340075493	0.07492342684063512	0.06806615537749838	-0.03582065899811641	0.07346597114079342	-0.06992947771321709	0.06919898872123133	0.026785622737329585	0.07104669942196733	0.02342814232910392	0.06824353080861664	-0.0349100472180926	0.07036352679115013	-0.06786389236138869	0.0670223590000206	-0.05080075244906747	0.06996161951674555	-0.05515879203531539	0.068825699903207	0.17023184756669424	0.06627740240903064	0.09787614473932725	0.07073386934601443	0.01600494123090402	0.06609229327546452	0.15362080716044205	0.07402253901658681
3488	0.9976993753886959	0.0012257959052600093	0.9983941051522558	0.0012650465229614835	0.9979293869625748	0.001274682492736453	1.0012819745302783	0.0012769109701027557	1.000458182505938	0.0012703522329455294	1.0005815639782787	0.0012320053996333936	0.9986400200255596	0.001174184077155099	1.000473740846626	0.001243920393816368	0.9985730553447153	0.0012279098224416997	1.002430269942457	0.0012554645537896213	0.9991028274553543	0.0012914431595851229	1.000314247340266	0.0012539210234484852	0.9973185742188853	0.0012661330016072725	1.0029409534053295	0.0012611568583069065	1.0007306643628504	0.0012129539226526987	1.000360945406536	0.0011947690049543306	1.0005797397816854	0.001249646376057423	0.9984762441071149	0.0012435204691481864	1.0006265871571083	0.0012889629380573033	1.0012434518121227	0.0012268565542866451	0.9995007592819306	0.0012578758961201092	0.9974880376302274	0.0012228417599568695	0.9995018869130617	0.0012601761244058296	1.0004815723802984	0.001256919511595394	1.0002189806038293	0.0013188497140246408	0.9991862797456263	0.0012543352300337664	1.0024837683603909	0.0012729073791653135	0.9982590183201664	0.0012539975052532884	0.008364819833356855	0.07142292272343789	0.15580235658150812	0.07293386100151011	0.10787676593102025	0.07679160690915172	-0.10665703576320937	0.0736174255029164	0.17789951915875246	0.07472133143233195	-0.08670588238739854	0.07395376803734867	0.07119750547595192	0.06841987261426943	0.07927058836016043	0.07077287600409547	0.0976296928120054	0.0700342102395682	-0.002206360694473417	0.07330326740494073	0.06417529104055272	0.07309107934921165	0.01438759197682046	0.07193817834776857	0.05386123491729435	0.07454632360565791	0.041210818177956215	0.06762100431878612	0.028091784755633172	0.07201866056706482	0.0006962477563849152	0.06993324254853046	0.12119413491997352	0.07554797334955393	-0.048939742753673104	0.07045682021646808	-0.053643316282021514	0.07136306403914584	-0.10104759822943157	0.07458567769922336	0.02195679232719465	0.07337069024288438	0.0065259459257491865	0.0755256963597567	0.03165920809882194	0.07444230186297808	-0.15527973283537516	0.07591615728928067	0.020545030675600984	0.07079351569118462	-0.02803469226908237	0.07428436440983884	-0.028541067620128018	0.07267826723296475	0.11888444175563977	0.07679908958783283
4502	0.9998947617590366	0.0012864527507094614	1.000789259285981	0.0012508671266658546	1.0023724934834206	0.0013435323055692242	1.0009417023338463	0.0012957739983911463	1.0002820183994656	0.0012627035170328087	1.0032564868719036	0.0012664402110985108	1.0010033240075393	0.0012750682889599684	0.9995509170605741	0.001356083119858424	0.9976751538078328	0.0012899562619137694	1.0018514682715705	0.001365785485123978	0.9987460511760972	0.0012519722950304457	1.0003631770718957	0.0012729038827939342	1.0001557336459983	0.0012752640275542836	0.9989131574363184	0.0013161923940927358	1.0009993504888837	0.0012443671873875748	1.0014178120469197	0.001314886712885024	1.0014923885805076	0.0012394833863326766	0.9978943233248623	0.00127745803087852	1.0007052962062537	0.0012974433244537552	1.0014279432062296	0.0012894038329758707	1.000075497508149	0.0012412698235125877	1.0002682012935333	0.0013096353269667648	0.9997376238894358	0.0013216645217849488	0.9995546893518619	0.0012844060129016445	1.000217963720059	0.0012832138584192437	0.9999858969616154	0.0012241620240557559	0.9992965334023935	0.0012929493292021133	1.0007093922724852	0.0013385036987838396	0.059204356037374437	0.07568642934467493	-0.06937102481248761	0.0738113043998862	-0.006193786579504195	0.07435958196571796	-0.0695339412997162	0.07404259094042395	-0.05784163951382031	0.07532596052449232	-0.046915365483410916	0.07621166463104567	-0.0901789873588031	0.07110766998727781	-0.09497606894738367	0.07697787430109504	0.13162100461532758	0.06959213133437289	0.01299115287493353	0.07605401634162737	0.008902855822000205	0.07076000389262552	-0.0918963688062477	0.07727118450898907	-0.0071313504675603835	0.07601295938056747	-0.09703077675508358	0.07549445532684568	-0.021381570934382907	0.07507794636601572	-0.0851213525136562	0.07233616500079963	0.0203616163587505	0.07462441403758745	0.08327560739914916	0.07713604939303609	0.09443308907675216	0.07681193251834245	-0.08770085629514188	0.07299200705296974	0.08531317968029206	0.07374319164462523	0.14246778239916494	0.07545898799737126	0.004746544194334522	0.07492965383502516	-0.04690602144013646	0.0733677342241388	0.1597272184074125	0.07634691164244488	-0.1017104656119266	0.07680749879744098	-0.14045570516768066	0.076456091366989	0.018373553461805234	0.07863121552820349
5811	0.9999102346655898	0.001296673903919225	1.0006509776463193	0.0012485594894868137	1.000667381017192	0.0012766872507584818	1.0024080932106074	0.0013365808565264465	0.9992917255779488	0.0013058197041130632	1.002548328794683	0.0012939872435405763	0.9986058752596415	0.001314671620639346	1.0013184974023817	0.0013204441996218722	0.9964512483785755	0.0013572258975432607	1.0016817517989924	0.0013425362227553535	0.9987259592530218	0.001325637827095002	0.998861040605478	0.0013332703970048653	0.9968080819145098	0.001359995470134781	1.000566664723595	0.001350446050898483	0.9998422137973197	0.0013077561805398196	0.9974119746686482	0.0012782183979978155	0.9994016508816955	0.0012946038059055511	0.9983538096718306	0.00130784202659631	0.9966328258427645	0.0013495412784212452	0.9992881290538252	0.001320818967912213	1.0000556599256547	0.001290933825356025	1.0011210572484215	0.001307103790860001	1.0024684821914795	0.0013350467309901715	1.0007571114193539	0.0013241098153419337	1.0001359761432245	0.0013066439811959523	0.9984849352003321	0.0013212936501816421	0.9995225538616147	0.001331614241834591	1.0032401151672923	0.0013446265951605745	0.24343894492445708	0.07812666284372473	0.11578457844759131	0.07311769532199489	-0.051850158107055545	0.07569040828361913	0.07438792834682846	0.07491195151467529	0.14350966224168368	0.07785007955320385	0.06660785467203584	0.07929851996882725	0.021097461055593167	0.07685700476566391	0.010638447442942298	0.07417740459418	0.035659045915973415	0.07318959615884012	-0.0339884735609986	0.07524547341160398	0.010320247600170493	0.07990553960903701	-0.11040065711878466	0.074584516606452	-0.056635749263063674	0.07020054681594348	0.21097618349431127	0.07839758329528439	-0.017935960705880726	0.07459136423350085	0.13199383257683292	0.07620752051031317	0.12109514964087088	0.07824691278992797	-0.04033345380250232	0.07546701465181031	-0.0812997759527848	0.07733631227934532	-0.10617102567362849	0.07659349347128641	0.03710707752960673	0.07507369721798979	-0.16534554775493404	0.07367066125693611	-0.00759118937883287	0.07909334181497721	-0.09110558756354091	0.07471379186636029	0.12467910088051755	0.0782423478160985	0.08631824659317541	0.07576220047795475	0.12562812277791308	0.07676319775510419	-0.017990377097802147	0.07462564607737263
7500	1.001745565934181	0.0013573924189054548	1.0015345488437744	0.0013552283142094612	1.0011427852012311	0.001321559927089321	1.0008634516751804	0.0013067149972103083	1.0021108746834273	0.001296928407079949	1.0002995545296052	0.0013029473646786458	1.0019301177280122	0.0013342512413771668	1.0005716702335306	0.0013355802811561464	1.0025028277930066	0.0014078582399000715	0.9989610969027354	0.0013598425549312906	1.0025445664193846	0.0013609079410457437	1.0018535908562876	0.001359014203174951	1.0015618757761466	0.001370659140959478	0.9970951718906534	0.001339883782769448	0.9995277944566766	0.0013343806054356136	0.9999487640863797	0.0013326701705915335	1.0013293162880514	0.0012778502003107292	1.000206426336546	0.0013151271002408357	0.9997942876186614	0.0013218654561778453	1.0011013000449211	0.0013405520249264512	1.0020112926154645	0.0013529297214935436	0.9990941949447942	0.001298011156833961	1.0002095130100932	0.0013120496990437073	0.9972913524957561	0.0013704714497023765	1.0030300151334814	0.0013298112105027586	1.0005246434852573	0.0013453493407553465	0.9985160762459149	0.0013498987834113317	0.9993138660383502	0.001364813228747767	-0.06369775720713385	0.07666057341053406	-0.18670628382146576	0.07940795458436108	-0.04418286660136077	0.07356001835749074	-0.026686832664060547	0.07869957900489945	-0.0010658674217855631	0.07495758288837945	-0.0007809263659151061	0.07591120793758431	0.12688149830333725	0.07863228264662386	0.08632204494802227	0.07687593017699265	0.09166840946365105	0.08104733971018878	0.02319241881833898	0.07659888543830086	0.09618508088482218	0.07670753764069783	0.031128768847951002	0.0782656070224009	-0.18779741743334194	0.07383601775169922	0.047323105651789696	0.07703516481339193	-0.13891528747006793	0.08002767010346841	0.025072310892877776	0.07728813423178534	0.15878540129029048	0.07243320381885748	-0.08730277955356992	0.07775491513746575	0.03220608696657125	0.07854788651179917	-0.06411772272299558	0.07517542057429515	0.0044102332519597096	0.0790858768676787	0.03489777212200269	0.0814789053288033	-0.06625331863660157	0.0705546301225723	0.022162247819584726	0.07712266561559175	-0.021016291765978502	0.07740084062672209	-0.05015030481330917	0.07628528552809519	0.022476773695961887	0.07644939064186056	-0.0017736169535908838	0.07484850828565799
